ID,timestamp,item,corporation,location,supply(kg),price(원/kg)
CR_A_J_20200708,2020-07-08,CR,A,J,0.0,0.0
CR_A_J_20200709,2020-07-09,CR,A,J,0.0,0.0
CR_A_J_20200710,2020-07-10,CR,A,J,0.0,0.0
CR_A_J_20200711,2020-07-11,CR,A,J,0.0,0.0
CR_A_J_20200712,2020-07-12,CR,A,J,0.0,0.0
CR_A_J_20200713,2020-07-13,CR,A,J,0.0,0.0
CR_A_J_20200714,2020-07-14,CR,A,J,0.0,0.0
CR_A_J_20200715,2020-07-15,CR,A,J,0.0,0.0
CR_A_J_20200716,2020-07-16,CR,A,J,0.0,0.0
CR_A_J_20200717,2020-07-17,CR,A,J,0.0,0.0
CR_A_J_20200718,2020-07-18,CR,A,J,0.0,0.0
CR_A_J_20200719,2020-07-19,CR,A,J,0.0,0.0
CR_A_J_20200720,2020-07-20,CR,A,J,0.0,0.0
CR_A_J_20200721,2020-07-21,CR,A,J,0.0,0.0
CR_A_J_20200722,2020-07-22,CR,A,J,0.0,0.0
CR_A_J_20200723,2020-07-23,CR,A,J,0.0,0.0
CR_A_J_20200724,2020-07-24,CR,A,J,0.0,0.0
CR_A_J_20200725,2020-07-25,CR,A,J,0.0,0.0
CR_A_J_20200726,2020-07-26,CR,A,J,0.0,0.0
CR_A_J_20200727,2020-07-27,CR,A,J,0.0,0.0
CR_A_J_20200728,2020-07-28,CR,A,J,0.0,0.0
CR_A_J_20200729,2020-07-29,CR,A,J,0.0,0.0
CR_A_J_20200730,2020-07-30,CR,A,J,0.0,0.0
CR_A_J_20200731,2020-07-31,CR,A,J,0.0,0.0
CR_A_J_20200801,2020-08-01,CR,A,J,0.0,0.0
CR_A_J_20200802,2020-08-02,CR,A,J,0.0,0.0
CR_A_J_20200803,2020-08-03,CR,A,J,0.0,0.0
CR_A_J_20200804,2020-08-04,CR,A,J,0.0,0.0
CR_A_J_20200805,2020-08-05,CR,A,J,0.0,0.0
CR_A_J_20200806,2020-08-06,CR,A,J,0.0,0.0
CR_A_J_20200807,2020-08-07,CR,A,J,0.0,0.0
CR_A_J_20200808,2020-08-08,CR,A,J,0.0,0.0
CR_A_J_20200809,2020-08-09,CR,A,J,0.0,0.0
CR_A_J_20200810,2020-08-10,CR,A,J,0.0,0.0
CR_A_J_20200811,2020-08-11,CR,A,J,0.0,0.0
CR_A_J_20200812,2020-08-12,CR,A,J,0.0,0.0
CR_A_J_20200813,2020-08-13,CR,A,J,0.0,0.0
CR_A_J_20200814,2020-08-14,CR,A,J,0.0,0.0
CR_A_J_20200815,2020-08-15,CR,A,J,0.0,0.0
CR_A_J_20200816,2020-08-16,CR,A,J,0.0,0.0
CR_A_J_20200817,2020-08-17,CR,A,J,0.0,0.0
CR_A_J_20200818,2020-08-18,CR,A,J,0.0,0.0
CR_A_J_20200819,2020-08-19,CR,A,J,0.0,0.0
CR_A_J_20200820,2020-08-20,CR,A,J,0.0,0.0
CR_A_J_20200821,2020-08-21,CR,A,J,0.0,0.0
CR_A_J_20200822,2020-08-22,CR,A,J,0.0,0.0
CR_A_J_20200823,2020-08-23,CR,A,J,0.0,0.0
CR_A_J_20200824,2020-08-24,CR,A,J,0.0,0.0
CR_A_J_20200825,2020-08-25,CR,A,J,0.0,0.0
CR_A_J_20200826,2020-08-26,CR,A,J,0.0,0.0
CR_A_J_20200827,2020-08-27,CR,A,J,0.0,0.0
CR_A_J_20200828,2020-08-28,CR,A,J,0.0,0.0
CR_A_J_20200829,2020-08-29,CR,A,J,0.0,0.0
CR_A_J_20200830,2020-08-30,CR,A,J,0.0,0.0
CR_A_J_20200831,2020-08-31,CR,A,J,0.0,0.0
CR_A_J_20200901,2020-09-01,CR,A,J,0.0,0.0
CR_A_J_20200902,2020-09-02,CR,A,J,0.0,0.0
CR_A_J_20200903,2020-09-03,CR,A,J,0.0,0.0
CR_A_J_20200904,2020-09-04,CR,A,J,0.0,0.0
CR_A_J_20200905,2020-09-05,CR,A,J,0.0,0.0
CR_A_J_20200906,2020-09-06,CR,A,J,0.0,0.0
CR_A_J_20200907,2020-09-07,CR,A,J,0.0,0.0
CR_A_J_20200908,2020-09-08,CR,A,J,0.0,0.0
CR_A_J_20200909,2020-09-09,CR,A,J,0.0,0.0
CR_A_J_20200910,2020-09-10,CR,A,J,0.0,0.0
CR_A_J_20200911,2020-09-11,CR,A,J,0.0,0.0
CR_A_J_20200912,2020-09-12,CR,A,J,0.0,0.0
CR_A_J_20200913,2020-09-13,CR,A,J,0.0,0.0
CR_A_J_20200914,2020-09-14,CR,A,J,0.0,0.0
CR_A_J_20200915,2020-09-15,CR,A,J,0.0,0.0
CR_A_J_20200916,2020-09-16,CR,A,J,0.0,0.0
CR_A_J_20200917,2020-09-17,CR,A,J,0.0,0.0
CR_A_J_20200918,2020-09-18,CR,A,J,0.0,0.0
CR_A_J_20200919,2020-09-19,CR,A,J,0.0,0.0
CR_A_J_20200920,2020-09-20,CR,A,J,0.0,0.0
CR_A_J_20200921,2020-09-21,CR,A,J,0.0,0.0
CR_A_J_20200922,2020-09-22,CR,A,J,0.0,0.0
CR_A_J_20200923,2020-09-23,CR,A,J,0.0,0.0
CR_A_J_20200924,2020-09-24,CR,A,J,0.0,0.0
CR_A_J_20200925,2020-09-25,CR,A,J,0.0,0.0
CR_A_J_20200926,2020-09-26,CR,A,J,0.0,0.0
CR_A_J_20200927,2020-09-27,CR,A,J,0.0,0.0
CR_A_J_20200928,2020-09-28,CR,A,J,0.0,0.0
CR_A_J_20200929,2020-09-29,CR,A,J,0.0,0.0
CR_A_J_20200930,2020-09-30,CR,A,J,0.0,0.0
CR_A_J_20201001,2020-10-01,CR,A,J,0.0,0.0
CR_A_J_20201002,2020-10-02,CR,A,J,0.0,0.0
CR_A_J_20201003,2020-10-03,CR,A,J,0.0,0.0
CR_A_J_20201004,2020-10-04,CR,A,J,0.0,0.0
CR_A_J_20201005,2020-10-05,CR,A,J,0.0,0.0
CR_A_J_20201006,2020-10-06,CR,A,J,0.0,0.0
CR_A_J_20201007,2020-10-07,CR,A,J,0.0,0.0
CR_A_J_20201008,2020-10-08,CR,A,J,0.0,0.0
CR_A_J_20201009,2020-10-09,CR,A,J,0.0,0.0
CR_A_J_20201010,2020-10-10,CR,A,J,0.0,0.0
CR_A_J_20201011,2020-10-11,CR,A,J,0.0,0.0
CR_A_J_20201012,2020-10-12,CR,A,J,0.0,0.0
CR_A_J_20201013,2020-10-13,CR,A,J,0.0,0.0
CR_A_J_20201014,2020-10-14,CR,A,J,0.0,0.0
CR_A_J_20201015,2020-10-15,CR,A,J,0.0,0.0
CR_A_J_20201016,2020-10-16,CR,A,J,0.0,0.0
CR_A_J_20201017,2020-10-17,CR,A,J,0.0,0.0
CR_A_J_20201018,2020-10-18,CR,A,J,0.0,0.0
CR_A_J_20201019,2020-10-19,CR,A,J,0.0,0.0
CR_A_J_20201020,2020-10-20,CR,A,J,0.0,0.0
CR_A_J_20201021,2020-10-21,CR,A,J,0.0,0.0
CR_A_J_20201022,2020-10-22,CR,A,J,0.0,0.0
CR_A_J_20201023,2020-10-23,CR,A,J,0.0,0.0
CR_A_J_20201024,2020-10-24,CR,A,J,0.0,0.0
CR_A_J_20201025,2020-10-25,CR,A,J,0.0,0.0
CR_A_J_20201026,2020-10-26,CR,A,J,0.0,0.0
CR_A_J_20201027,2020-10-27,CR,A,J,0.0,0.0
CR_A_J_20201028,2020-10-28,CR,A,J,0.0,0.0
CR_A_J_20201029,2020-10-29,CR,A,J,0.0,0.0
CR_A_J_20201030,2020-10-30,CR,A,J,0.0,0.0
CR_A_J_20201031,2020-10-31,CR,A,J,0.0,0.0
CR_A_J_20201101,2020-11-01,CR,A,J,0.0,0.0
CR_A_J_20201102,2020-11-02,CR,A,J,0.0,0.0
CR_A_J_20201103,2020-11-03,CR,A,J,0.0,0.0
CR_A_J_20201104,2020-11-04,CR,A,J,0.0,0.0
CR_A_J_20201105,2020-11-05,CR,A,J,0.0,0.0
CR_A_J_20201106,2020-11-06,CR,A,J,0.0,0.0
CR_A_J_20201107,2020-11-07,CR,A,J,0.0,0.0
CR_A_J_20201108,2020-11-08,CR,A,J,0.0,0.0
CR_A_J_20201109,2020-11-09,CR,A,J,0.0,0.0
CR_A_J_20201110,2020-11-10,CR,A,J,0.0,0.0
CR_A_J_20201111,2020-11-11,CR,A,J,0.0,0.0
CR_A_J_20201112,2020-11-12,CR,A,J,0.0,0.0
CR_A_J_20201113,2020-11-13,CR,A,J,0.0,0.0
CR_A_J_20201114,2020-11-14,CR,A,J,0.0,0.0
CR_A_J_20201115,2020-11-15,CR,A,J,0.0,0.0
CR_A_J_20201116,2020-11-16,CR,A,J,0.0,0.0
CR_A_J_20201117,2020-11-17,CR,A,J,0.0,0.0
CR_A_J_20201118,2020-11-18,CR,A,J,0.0,0.0
CR_A_J_20201119,2020-11-19,CR,A,J,0.0,0.0
CR_A_J_20201120,2020-11-20,CR,A,J,0.0,0.0
CR_A_J_20201121,2020-11-21,CR,A,J,0.0,0.0
CR_A_J_20201122,2020-11-22,CR,A,J,0.0,0.0
CR_A_J_20201123,2020-11-23,CR,A,J,0.0,0.0
CR_A_J_20201124,2020-11-24,CR,A,J,0.0,0.0
CR_A_J_20201125,2020-11-25,CR,A,J,9800.0,704.0
CR_A_J_20201126,2020-11-26,CR,A,J,5200.0,792.0
CR_A_J_20201127,2020-11-27,CR,A,J,0.0,0.0
CR_A_J_20201128,2020-11-28,CR,A,J,0.0,0.0
CR_A_J_20201129,2020-11-29,CR,A,J,0.0,0.0
CR_A_J_20201130,2020-11-30,CR,A,J,10280.0,827.0
CR_A_J_20201201,2020-12-01,CR,A,J,10400.0,771.0
CR_A_J_20201202,2020-12-02,CR,A,J,16880.0,703.0
CR_A_J_20201203,2020-12-03,CR,A,J,0.0,0.0
CR_A_J_20201204,2020-12-04,CR,A,J,0.0,0.0
CR_A_J_20201205,2020-12-05,CR,A,J,0.0,0.0
CR_A_J_20201206,2020-12-06,CR,A,J,0.0,0.0
CR_A_J_20201207,2020-12-07,CR,A,J,0.0,0.0
CR_A_J_20201208,2020-12-08,CR,A,J,20440.0,931.0
CR_A_J_20201209,2020-12-09,CR,A,J,0.0,0.0
CR_A_J_20201210,2020-12-10,CR,A,J,0.0,0.0
CR_A_J_20201211,2020-12-11,CR,A,J,0.0,0.0
CR_A_J_20201212,2020-12-12,CR,A,J,0.0,0.0
CR_A_J_20201213,2020-12-13,CR,A,J,0.0,0.0
CR_A_J_20201214,2020-12-14,CR,A,J,0.0,0.0
CR_A_J_20201215,2020-12-15,CR,A,J,0.0,0.0
CR_A_J_20201216,2020-12-16,CR,A,J,0.0,0.0
CR_A_J_20201217,2020-12-17,CR,A,J,0.0,0.0
CR_A_J_20201218,2020-12-18,CR,A,J,0.0,0.0
CR_A_J_20201219,2020-12-19,CR,A,J,0.0,0.0
CR_A_J_20201220,2020-12-20,CR,A,J,0.0,0.0
CR_A_J_20201221,2020-12-21,CR,A,J,0.0,0.0
CR_A_J_20201222,2020-12-22,CR,A,J,0.0,0.0
CR_A_J_20201223,2020-12-23,CR,A,J,0.0,0.0
CR_A_J_20201224,2020-12-24,CR,A,J,0.0,0.0
CR_A_J_20201225,2020-12-25,CR,A,J,0.0,0.0
CR_A_J_20201226,2020-12-26,CR,A,J,0.0,0.0
CR_A_J_20201227,2020-12-27,CR,A,J,0.0,0.0
CR_A_J_20201228,2020-12-28,CR,A,J,0.0,0.0
CR_A_J_20201229,2020-12-29,CR,A,J,0.0,0.0
CR_A_J_20201230,2020-12-30,CR,A,J,0.0,0.0
CR_A_J_20201231,2020-12-31,CR,A,J,0.0,0.0
CR_A_J_20210101,2021-01-01,CR,A,J,0.0,0.0
CR_A_J_20210102,2021-01-02,CR,A,J,0.0,0.0
CR_A_J_20210103,2021-01-03,CR,A,J,0.0,0.0
CR_A_J_20210104,2021-01-04,CR,A,J,23440.0,1349.0
CR_A_J_20210105,2021-01-05,CR,A,J,10920.0,1258.0
CR_A_J_20210106,2021-01-06,CR,A,J,15200.0,1355.0
CR_A_J_20210107,2021-01-07,CR,A,J,20240.0,1222.0
CR_A_J_20210108,2021-01-08,CR,A,J,10200.0,1500.0
CR_A_J_20210109,2021-01-09,CR,A,J,10200.0,1686.0
CR_A_J_20210110,2021-01-10,CR,A,J,0.0,0.0
CR_A_J_20210111,2021-01-11,CR,A,J,28960.0,1321.0
CR_A_J_20210112,2021-01-12,CR,A,J,26680.0,1060.0
CR_A_J_20210113,2021-01-13,CR,A,J,20400.0,1258.0
CR_A_J_20210114,2021-01-14,CR,A,J,40600.0,1142.0
CR_A_J_20210115,2021-01-15,CR,A,J,45440.0,1208.0
CR_A_J_20210116,2021-01-16,CR,A,J,20280.0,1339.0
CR_A_J_20210117,2021-01-17,CR,A,J,0.0,0.0
CR_A_J_20210118,2021-01-18,CR,A,J,10080.0,1056.0
CR_A_J_20210119,2021-01-19,CR,A,J,23640.0,1509.0
CR_A_J_20210120,2021-01-20,CR,A,J,30240.0,1319.0
CR_A_J_20210121,2021-01-21,CR,A,J,30240.0,1426.0
CR_A_J_20210122,2021-01-22,CR,A,J,20160.0,1326.0
CR_A_J_20210123,2021-01-23,CR,A,J,20120.0,1408.0
CR_A_J_20210124,2021-01-24,CR,A,J,0.0,0.0
CR_A_J_20210125,2021-01-25,CR,A,J,31960.0,1188.0
CR_A_J_20210126,2021-01-26,CR,A,J,40320.0,1321.0
CR_A_J_20210127,2021-01-27,CR,A,J,10080.0,1469.0
CR_A_J_20210128,2021-01-28,CR,A,J,24800.0,1794.0
CR_A_J_20210129,2021-01-29,CR,A,J,45080.0,1317.0
CR_A_J_20210130,2021-01-30,CR,A,J,30240.0,1442.0
CR_A_J_20210131,2021-01-31,CR,A,J,0.0,0.0
CR_A_J_20210201,2021-02-01,CR,A,J,20040.0,1303.0
CR_A_J_20210202,2021-02-02,CR,A,J,21140.0,1217.0
CR_A_J_20210203,2021-02-03,CR,A,J,19520.0,1192.0
CR_A_J_20210204,2021-02-04,CR,A,J,26160.0,1343.0
CR_A_J_20210205,2021-02-05,CR,A,J,23120.0,1254.0
CR_A_J_20210206,2021-02-06,CR,A,J,30700.0,919.0
CR_A_J_20210207,2021-02-07,CR,A,J,0.0,0.0
CR_A_J_20210208,2021-02-08,CR,A,J,20160.0,1041.0
CR_A_J_20210209,2021-02-09,CR,A,J,18780.0,1275.0
CR_A_J_20210210,2021-02-10,CR,A,J,9500.0,1065.0
CR_A_J_20210211,2021-02-11,CR,A,J,0.0,0.0
CR_A_J_20210212,2021-02-12,CR,A,J,0.0,0.0
CR_A_J_20210213,2021-02-13,CR,A,J,0.0,0.0
CR_A_J_20210214,2021-02-14,CR,A,J,0.0,0.0
CR_A_J_20210215,2021-02-15,CR,A,J,19040.0,1209.0
CR_A_J_20210216,2021-02-16,CR,A,J,26080.0,1276.0
CR_A_J_20210217,2021-02-17,CR,A,J,28120.0,951.0
CR_A_J_20210218,2021-02-18,CR,A,J,9800.0,920.0
CR_A_J_20210219,2021-02-19,CR,A,J,12080.0,1102.0
CR_A_J_20210220,2021-02-20,CR,A,J,5040.0,1427.0
CR_A_J_20210221,2021-02-21,CR,A,J,0.0,0.0
CR_A_J_20210222,2021-02-22,CR,A,J,11060.0,1358.0
CR_A_J_20210223,2021-02-23,CR,A,J,10040.0,1390.0
CR_A_J_20210224,2021-02-24,CR,A,J,10100.0,1328.0
CR_A_J_20210225,2021-02-25,CR,A,J,0.0,0.0
CR_A_J_20210226,2021-02-26,CR,A,J,15080.0,1062.0
CR_A_J_20210227,2021-02-27,CR,A,J,12600.0,1081.0
CR_A_J_20210228,2021-02-28,CR,A,J,0.0,0.0
CR_A_J_20210301,2021-03-01,CR,A,J,0.0,0.0
CR_A_J_20210302,2021-03-02,CR,A,J,21040.0,1082.0
CR_A_J_20210303,2021-03-03,CR,A,J,0.0,0.0
CR_A_J_20210304,2021-03-04,CR,A,J,20040.0,884.0
CR_A_J_20210305,2021-03-05,CR,A,J,25080.0,846.0
CR_A_J_20210306,2021-03-06,CR,A,J,2960.0,930.0
CR_A_J_20210307,2021-03-07,CR,A,J,0.0,0.0
CR_A_J_20210308,2021-03-08,CR,A,J,22900.0,827.0
CR_A_J_20210309,2021-03-09,CR,A,J,14000.0,721.0
CR_A_J_20210310,2021-03-10,CR,A,J,22160.0,761.0
CR_A_J_20210311,2021-03-11,CR,A,J,18100.0,873.0
CR_A_J_20210312,2021-03-12,CR,A,J,0.0,0.0
CR_A_J_20210313,2021-03-13,CR,A,J,18620.0,898.0
CR_A_J_20210314,2021-03-14,CR,A,J,0.0,0.0
CR_A_J_20210315,2021-03-15,CR,A,J,22240.0,819.0
CR_A_J_20210316,2021-03-16,CR,A,J,14000.0,859.0
CR_A_J_20210317,2021-03-17,CR,A,J,16000.0,912.0
CR_A_J_20210318,2021-03-18,CR,A,J,16000.0,930.0
CR_A_J_20210319,2021-03-19,CR,A,J,20040.0,834.0
CR_A_J_20210320,2021-03-20,CR,A,J,0.0,0.0
CR_A_J_20210321,2021-03-21,CR,A,J,0.0,0.0
CR_A_J_20210322,2021-03-22,CR,A,J,16000.0,959.0
CR_A_J_20210323,2021-03-23,CR,A,J,18720.0,757.0
CR_A_J_20210324,2021-03-24,CR,A,J,15940.0,737.0
CR_A_J_20210325,2021-03-25,CR,A,J,8640.0,532.0
CR_A_J_20210326,2021-03-26,CR,A,J,0.0,0.0
CR_A_J_20210327,2021-03-27,CR,A,J,1700.0,921.0
CR_A_J_20210328,2021-03-28,CR,A,J,0.0,0.0
CR_A_J_20210329,2021-03-29,CR,A,J,12000.0,1029.0
CR_A_J_20210330,2021-03-30,CR,A,J,1860.0,950.0
CR_A_J_20210331,2021-03-31,CR,A,J,13000.0,1022.0
CR_A_J_20210401,2021-04-01,CR,A,J,10000.0,899.0
CR_A_J_20210402,2021-04-02,CR,A,J,0.0,0.0
CR_A_J_20210403,2021-04-03,CR,A,J,5040.0,1131.0
CR_A_J_20210404,2021-04-04,CR,A,J,0.0,0.0
CR_A_J_20210405,2021-04-05,CR,A,J,15040.0,863.0
CR_A_J_20210406,2021-04-06,CR,A,J,0.0,0.0
CR_A_J_20210407,2021-04-07,CR,A,J,7520.0,917.0
CR_A_J_20210408,2021-04-08,CR,A,J,5040.0,517.0
CR_A_J_20210409,2021-04-09,CR,A,J,0.0,0.0
CR_A_J_20210410,2021-04-10,CR,A,J,0.0,0.0
CR_A_J_20210411,2021-04-11,CR,A,J,0.0,0.0
CR_A_J_20210412,2021-04-12,CR,A,J,10080.0,890.0
CR_A_J_20210413,2021-04-13,CR,A,J,0.0,0.0
CR_A_J_20210414,2021-04-14,CR,A,J,0.0,0.0
CR_A_J_20210415,2021-04-15,CR,A,J,0.0,0.0
CR_A_J_20210416,2021-04-16,CR,A,J,0.0,0.0
CR_A_J_20210417,2021-04-17,CR,A,J,0.0,0.0
CR_A_J_20210418,2021-04-18,CR,A,J,0.0,0.0
CR_A_J_20210419,2021-04-19,CR,A,J,0.0,0.0
CR_A_J_20210420,2021-04-20,CR,A,J,30.0,2100.0
CR_A_J_20210421,2021-04-21,CR,A,J,20.0,2100.0
CR_A_J_20210422,2021-04-22,CR,A,J,0.0,0.0
CR_A_J_20210423,2021-04-23,CR,A,J,70.0,2100.0
CR_A_J_20210424,2021-04-24,CR,A,J,0.0,0.0
CR_A_J_20210425,2021-04-25,CR,A,J,0.0,0.0
CR_A_J_20210426,2021-04-26,CR,A,J,0.0,0.0
CR_A_J_20210427,2021-04-27,CR,A,J,0.0,0.0
CR_A_J_20210428,2021-04-28,CR,A,J,0.0,0.0
CR_A_J_20210429,2021-04-29,CR,A,J,0.0,0.0
CR_A_J_20210430,2021-04-30,CR,A,J,0.0,0.0
CR_A_J_20210501,2021-05-01,CR,A,J,0.0,0.0
CR_A_J_20210502,2021-05-02,CR,A,J,0.0,0.0
CR_A_J_20210503,2021-05-03,CR,A,J,0.0,0.0
CR_A_J_20210504,2021-05-04,CR,A,J,0.0,0.0
CR_A_J_20210505,2021-05-05,CR,A,J,0.0,0.0
CR_A_J_20210506,2021-05-06,CR,A,J,0.0,0.0
CR_A_J_20210507,2021-05-07,CR,A,J,0.0,0.0
CR_A_J_20210508,2021-05-08,CR,A,J,0.0,0.0
CR_A_J_20210509,2021-05-09,CR,A,J,0.0,0.0
CR_A_J_20210510,2021-05-10,CR,A,J,0.0,0.0
CR_A_J_20210511,2021-05-11,CR,A,J,0.0,0.0
CR_A_J_20210512,2021-05-12,CR,A,J,0.0,0.0
CR_A_J_20210513,2021-05-13,CR,A,J,0.0,0.0
CR_A_J_20210514,2021-05-14,CR,A,J,0.0,0.0
CR_A_J_20210515,2021-05-15,CR,A,J,0.0,0.0
CR_A_J_20210516,2021-05-16,CR,A,J,0.0,0.0
CR_A_J_20210517,2021-05-17,CR,A,J,0.0,0.0
CR_A_J_20210518,2021-05-18,CR,A,J,0.0,0.0
CR_A_J_20210519,2021-05-19,CR,A,J,0.0,0.0
CR_A_J_20210520,2021-05-20,CR,A,J,0.0,0.0
CR_A_J_20210521,2021-05-21,CR,A,J,0.0,0.0
CR_A_J_20210522,2021-05-22,CR,A,J,0.0,0.0
CR_A_J_20210523,2021-05-23,CR,A,J,0.0,0.0
CR_A_J_20210524,2021-05-24,CR,A,J,0.0,0.0
CR_A_J_20210525,2021-05-25,CR,A,J,0.0,0.0
CR_A_J_20210526,2021-05-26,CR,A,J,0.0,0.0
CR_A_J_20210527,2021-05-27,CR,A,J,0.0,0.0
CR_A_J_20210528,2021-05-28,CR,A,J,0.0,0.0
CR_A_J_20210529,2021-05-29,CR,A,J,0.0,0.0
CR_A_J_20210530,2021-05-30,CR,A,J,0.0,0.0
CR_A_J_20210531,2021-05-31,CR,A,J,0.0,0.0
CR_A_J_20210601,2021-06-01,CR,A,J,0.0,0.0
CR_A_J_20210602,2021-06-02,CR,A,J,0.0,0.0
CR_A_J_20210603,2021-06-03,CR,A,J,0.0,0.0
CR_A_J_20210604,2021-06-04,CR,A,J,0.0,0.0
CR_A_J_20210605,2021-06-05,CR,A,J,0.0,0.0
CR_A_J_20210606,2021-06-06,CR,A,J,0.0,0.0
CR_A_J_20210607,2021-06-07,CR,A,J,0.0,0.0
CR_A_J_20210608,2021-06-08,CR,A,J,0.0,0.0
CR_A_J_20210609,2021-06-09,CR,A,J,0.0,0.0
CR_A_J_20210610,2021-06-10,CR,A,J,0.0,0.0
CR_A_J_20210611,2021-06-11,CR,A,J,0.0,0.0
CR_A_J_20210612,2021-06-12,CR,A,J,0.0,0.0
CR_A_J_20210613,2021-06-13,CR,A,J,0.0,0.0
CR_A_J_20210614,2021-06-14,CR,A,J,0.0,0.0
CR_A_J_20210615,2021-06-15,CR,A,J,0.0,0.0
CR_A_J_20210616,2021-06-16,CR,A,J,0.0,0.0
CR_A_J_20210617,2021-06-17,CR,A,J,0.0,0.0
CR_A_J_20210618,2021-06-18,CR,A,J,0.0,0.0
CR_A_J_20210619,2021-06-19,CR,A,J,0.0,0.0
CR_A_J_20210620,2021-06-20,CR,A,J,0.0,0.0
CR_A_J_20210621,2021-06-21,CR,A,J,0.0,0.0
CR_A_J_20210622,2021-06-22,CR,A,J,0.0,0.0
CR_A_J_20210623,2021-06-23,CR,A,J,0.0,0.0
CR_A_J_20210624,2021-06-24,CR,A,J,0.0,0.0
CR_A_J_20210625,2021-06-25,CR,A,J,0.0,0.0
CR_A_J_20210626,2021-06-26,CR,A,J,0.0,0.0
CR_A_J_20210627,2021-06-27,CR,A,J,0.0,0.0
CR_A_J_20210628,2021-06-28,CR,A,J,0.0,0.0
CR_A_J_20210629,2021-06-29,CR,A,J,0.0,0.0
CR_A_J_20210630,2021-06-30,CR,A,J,0.0,0.0
CR_A_J_20210701,2021-07-01,CR,A,J,0.0,0.0
CR_A_J_20210702,2021-07-02,CR,A,J,0.0,0.0
CR_A_J_20210703,2021-07-03,CR,A,J,0.0,0.0
CR_A_J_20210704,2021-07-04,CR,A,J,0.0,0.0
CR_A_J_20210705,2021-07-05,CR,A,J,0.0,0.0
CR_A_J_20210706,2021-07-06,CR,A,J,0.0,0.0
CR_A_J_20210707,2021-07-07,CR,A,J,0.0,0.0
CR_A_J_20210708,2021-07-08,CR,A,J,0.0,0.0
CR_A_J_20210709,2021-07-09,CR,A,J,0.0,0.0
CR_A_J_20210710,2021-07-10,CR,A,J,0.0,0.0
CR_A_J_20210711,2021-07-11,CR,A,J,0.0,0.0
CR_A_J_20210712,2021-07-12,CR,A,J,0.0,0.0
CR_A_J_20210713,2021-07-13,CR,A,J,0.0,0.0
CR_A_J_20210714,2021-07-14,CR,A,J,0.0,0.0
CR_A_J_20210715,2021-07-15,CR,A,J,0.0,0.0
CR_A_J_20210716,2021-07-16,CR,A,J,0.0,0.0
CR_A_J_20210717,2021-07-17,CR,A,J,0.0,0.0
CR_A_J_20210718,2021-07-18,CR,A,J,0.0,0.0
CR_A_J_20210719,2021-07-19,CR,A,J,0.0,0.0
CR_A_J_20210720,2021-07-20,CR,A,J,0.0,0.0
CR_A_J_20210721,2021-07-21,CR,A,J,0.0,0.0
CR_A_J_20210722,2021-07-22,CR,A,J,0.0,0.0
CR_A_J_20210723,2021-07-23,CR,A,J,0.0,0.0
CR_A_J_20210724,2021-07-24,CR,A,J,0.0,0.0
CR_A_J_20210725,2021-07-25,CR,A,J,0.0,0.0
CR_A_J_20210726,2021-07-26,CR,A,J,0.0,0.0
CR_A_J_20210727,2021-07-27,CR,A,J,0.0,0.0
CR_A_J_20210728,2021-07-28,CR,A,J,0.0,0.0
CR_A_J_20210729,2021-07-29,CR,A,J,0.0,0.0
CR_A_J_20210730,2021-07-30,CR,A,J,0.0,0.0
CR_A_J_20210731,2021-07-31,CR,A,J,0.0,0.0
CR_A_J_20210801,2021-08-01,CR,A,J,0.0,0.0
CR_A_J_20210802,2021-08-02,CR,A,J,0.0,0.0
CR_A_J_20210803,2021-08-03,CR,A,J,0.0,0.0
CR_A_J_20210804,2021-08-04,CR,A,J,0.0,0.0
CR_A_J_20210805,2021-08-05,CR,A,J,0.0,0.0
CR_A_J_20210806,2021-08-06,CR,A,J,0.0,0.0
CR_A_J_20210807,2021-08-07,CR,A,J,0.0,0.0
CR_A_J_20210808,2021-08-08,CR,A,J,0.0,0.0
CR_A_J_20210809,2021-08-09,CR,A,J,0.0,0.0
CR_A_J_20210810,2021-08-10,CR,A,J,0.0,0.0
CR_A_J_20210811,2021-08-11,CR,A,J,0.0,0.0
CR_A_J_20210812,2021-08-12,CR,A,J,0.0,0.0
CR_A_J_20210813,2021-08-13,CR,A,J,0.0,0.0
CR_A_J_20210814,2021-08-14,CR,A,J,0.0,0.0
CR_A_J_20210815,2021-08-15,CR,A,J,0.0,0.0
CR_A_J_20210816,2021-08-16,CR,A,J,0.0,0.0
CR_A_J_20210817,2021-08-17,CR,A,J,0.0,0.0
CR_A_J_20210818,2021-08-18,CR,A,J,0.0,0.0
CR_A_J_20210819,2021-08-19,CR,A,J,0.0,0.0
CR_A_J_20210820,2021-08-20,CR,A,J,0.0,0.0
CR_A_J_20210821,2021-08-21,CR,A,J,0.0,0.0
CR_A_J_20210822,2021-08-22,CR,A,J,0.0,0.0
CR_A_J_20210823,2021-08-23,CR,A,J,0.0,0.0
CR_A_J_20210824,2021-08-24,CR,A,J,0.0,0.0
CR_A_J_20210825,2021-08-25,CR,A,J,0.0,0.0
CR_A_J_20210826,2021-08-26,CR,A,J,0.0,0.0
CR_A_J_20210827,2021-08-27,CR,A,J,0.0,0.0
CR_A_J_20210828,2021-08-28,CR,A,J,0.0,0.0
CR_A_J_20210829,2021-08-29,CR,A,J,0.0,0.0
CR_A_J_20210830,2021-08-30,CR,A,J,0.0,0.0
